Pozo,date,bppd,bapd,bsw,mscf,pres,temp,co2_frac,Cl,Na,SO4,Fe,bicarb,Ca,criticidad,mpy
SHS-23,2/26/2020,433.92,2278.08,84,158,170,200,0.19,20200,11013,157,10.4,740,1440,LOW RISK,0.018
SHS-234,2/26/2020,365.4,243.6,40,231,100,137,0.09,54100,27656.7931,14,36.34,200,4880,LOW RISK,0.148
SHS-261,2/26/2020,908.88,714.12,44,147.9,180,154,0.07,57000,29238.58221,35,60.2,160,5760,MODERATE RISK,4.893
SHS-81,2/26/2020,327.9,765.1,70,64,130,178,0.1,59700,33725.13728,25,35,220,3240,LOW RISK,0.614
SHS-14,2/26/2020,245.1,1377,85,76.8,150,160,0.25,16800,8992.228666,195,17,930,1080,LOW RISK,0.131
SHS-139,2/26/2020,107.6,1237.4,92,134,60,187,0.84,7700,4427.206312,235,12,625,680,LOW RISK,0.674
SHS-191,2/26/2020,203,3845.6,95,163.5,170,210,0.19,5600,3288,43,3.1,1110,440,LOW RISK,0.347
SHS-295,2/26/2020,553.8,1576.2,74,281,200,150,0.06,21200,9485.986639,122,103.7,940,2680,LOW RISK,0.85
SHS-80,2/26/2020,112,48,30,96,140,95,0.04,28000,15212.26872,34,172.1,353.8,752,MODERATE RISK,3.768
SHS-228,2/26/2020,462.6,4677.4,91,232.02,195,210,0.2,9200,5480.156936,155,41.65,760,520,LOW RISK,0.341
SHS-75,2/26/2020,564.8,6454.72,92,256,120,208,0.58,7700,4327.355246,60,6.39,720,400,SEVERE RISK,23.192
SHS-82,2/26/2020,175.74,430.26,71,23.3,70,180,0.06,65000,34911.83602,66,111.25,260,5320,LOW RISK,0.418
SHS-23,2/26/2020,174.96,2741.04,94,320,170,200,0.28,20200,11013,157,10.4,740,1440,HIGH RISK,7.359
SHS-224,2/26/2020,236.8,971.7,80,75,55,166,0.09,46000,23844.38529,125,85.8,300,4640,MODERATE RISK,2.921
SHS-22,2/26/2020,117.04,190.96,62,49,40,170,0.2,52500,26974.86435,139,86,310,4800,LOW RISK,0.32
SHS-225,2/26/2020,318.4,1273.6,80,132,75,150,0.08,55500,29588.8987,111,47.75,280,4960,LOW RISK,0.786
SHS-221,2/26/2020,262,2322.9,90,222,100,192,0.46,8900,5570.39519,55,3.28,870,320,SEVERE RISK,12.224
SHS-183,2/26/2020,492,2788,85,361,120,186,0.32,6500,3379.202368,67,5.19,990,760,HIGH RISK,8.978
SHS-68,2/26/2020,261,2648.1,91,229,150,185,0.12,65500,34764.56552,119,108.7,750,5400,LOW RISK,0.002
SHS-95,2/26/2020,58.86,595.14,91,283,60,180,0.27,27000,15704.08064,31,49.6,860,1560,MODERATE RISK,4.464
SHS-137,2/26/2020,604.32,4431.68,88,33.85,90,208,0.14,40400,20926.25308,239,74.1,300,3440,MODERATE RISK,3.209
SHS-138,2/26/2020,686.4,4593.6,87,29,170,218,0.08,58300,30579.38728,100,46.43,290,5360,MODERATE RISK,3.162
SHS-177,2/26/2020,825,2475,75,26.67,190,210,0.07,59300,30439,148,100,366,5440,MODERATE RISK,4.357
SHS-165,2/26/2020,101.97,3297.03,97,30.77,190,175,0.08,47500,24008.5636,228,38.9,390.4,4880,LOW RISK,0.622
SHS-17,2/26/2020,295.2,4624.8,94,21.86,160,187,0.12,54800,27570.83568,45,95.2,250,5240,MODERATE RISK,3.235
SHS-188,2/26/2020,1262.5,3787.5,75,35.83,160,194,0.03,58800,29850.29328,55,82,270,5720,MODERATE RISK,1.472
SHS-173,2/26/2020,287.2,3302.8,92,42,190,198,0.1,60000,32456.72771,156,47.6,340,5080,LOW RISK,0.956
AGR-33,2/27/2020,558,1674,75,74,145,200,0.05,75100,36311.07612,19,56.1,120,8600,MODERATE RISK,1.694
AGR-52,2/27/2020,205,45,18,35,150,119,0.07,21000,10718.11213,321,44.7,250,2440,LOW RISK,0.447
AGR-42,2/27/2020,545,4905,90,52,170,220,0.12,61000,27971.28105,23,58.7,366,7840,HIGH RISK,9.396
AGR-3,2/27/2020,146.28,1140.48,88,27,210,205,0.03,62300,31121.67654,71,67.3,250,6480,SEVERE RISK,21.921
AGR-40,2/27/2020,523.328,130.832,20,58,230,180,0.22,48900,24828.12272,81,168,480,4680,LOW RISK,0.523
AGR-5,2/27/2020,153,2907,95,25,160,203,0.15,62200,31929.20583,144,64.5,280,5880,SEVERE RISK,15.962
AGR-44,2/27/2020,254,4826,95,45,160,100,0.19,61000,32065.58442,130,50.2,390,5000,SEVERE RISK,24.266
AGR-54,2/27/2020,377.28,4338.72,92,52,190,220,0.07,98000,53245.95314,69,59.7,240,6880,LOW RISK,0.474
AGR-14,2/27/2020,170.4,1959.6,92,43,200,210,0.11,84600,46850.04774,126,45.5,160,5920,LOW RISK,0.765
SHS-56,2/27/2020,338.295,1917.005,85,167,230,205,0.62,18900,9568.10179,177,52.3,870,2080,MODERATE RISK,1.892
SHS-71,2/27/2020,353.61,3575.39,91,132,170,193,0.27,40000,20848.38468,137,83.52,450,3760,MODERATE RISK,2.705
SHS-52,2/27/2020,82.8,469.2,85,80,198,140,0.12,35500,20212.62582,127.5,39.75,390.4,2160,LOW RISK,0.561
SHS-17,2/27/2020,96.96,105.04,52,40,160,187,0.09,54800,27570.83568,45,95.2,250,5240,MODERATE RISK,2.412
SHS-111,2/27/2020,260.4,159.6,38,28,180,148,0.06,28300,16043.64522,244,2.84,634.4,1000,MODERATE RISK,1.921
SHS-135,2/27/2020,120,180,60,66,150,157,0.47,16800,8541.06674,100,70.9,540,1840,MODERATE RISK,2.52
SHS-87,2/27/2020,1439.24,1831.76,56,90,150,160,0.08,68000,34140.60604,46,64.7,180,6600,MODERATE RISK,1.844
SHS-23,2/27/2020,433.92,2278.08,84,158,170,200,0.19,20200,11013,157,10.4,740,1440,LOW RISK,0.873
SHS-234,2/27/2020,365.4,243.6,40,231,100,137,0.09,54100,27656.7931,14,36.34,200,4880,LOW RISK,0.574
SHS-261,2/27/2020,908.88,714.12,44,147.9,180,154,0.07,57000,29238.58221,35,60.2,160,5760,MODERATE RISK,3.199
SHS-81,2/27/2020,327.9,765.1,70,64,130,178,0.1,59700,33725.13728,25,35,220,3240,LOW RISK,0.474
SHS-14,2/27/2020,245.1,1388.9,85,76.8,150,160,0.25,16800,8992.228666,195,17,930,1080,LOW RISK,0.06
SHS-139,2/27/2020,107.6,1237.4,92,134,60,187,0.84,7700,4427.206312,235,12,625,680,LOW RISK,0.243
SHS-191,2/27/2020,203,3857,95,163.5,170,210,0.19,5600,3288,43,3.1,1110,440,LOW RISK,0.271
SHS-295,2/27/2020,553.8,1576.2,74,281,200,150,0.06,21200,9485.986639,122,103.7,940,2680,LOW RISK,0.05
SHS-80,2/27/2020,112,48,30,96,140,95,0.04,28000,15212.26872,34,172.1,353.8,752,MODERATE RISK,4.61
SHS-228,2/27/2020,462.6,4677.4,91,232.02,195,210,0.2,9200,5480.156936,155,41.65,760,520,LOW RISK,0.533
SHS-75,2/27/2020,564.8,6495.2,92,256,120,208,0.58,7700,4327.355246,60,6.39,720,400,SEVERE RISK,20.94
SHS-82,2/27/2020,175.74,430.26,71,23.3,70,180,0.06,65000,34911.83602,66,111.25,260,5320,LOW RISK,0.133
SHS-23,2/27/2020,174.96,2741.04,94,320,170,200,0.28,20200,11013,157,10.4,740,1440,HIGH RISK,5.541
SHS-224,2/27/2020,236.8,971.7,80,75,55,166,0.09,46000,23844.38529,125,85.8,300,4640,MODERATE RISK,1.578
SHS-22,2/27/2020,117.04,190.96,62,49,40,170,0.2,52500,26974.86435,139,86,310,4800,LOW RISK,0.815
SHS-225,2/27/2020,318.4,1273.6,80,132,75,150,0.08,55500,29588.8987,111,47.75,280,4960,LOW RISK,0.34
SHS-221,2/27/2020,262,2358,90,222,100,192,0.46,8900,5570.39519,55,3.28,870,320,SEVERE RISK,16.835
SHS-183,2/27/2020,492,2788,85,361,120,186,0.32,6500,3379.202368,67,5.19,990,760,HIGH RISK,8.111
SHS-68,2/27/2020,261,2639,91,229,150,185,0.12,65500,34764.56552,119,108.7,750,5400,LOW RISK,0.988
SHS-95,2/27/2020,58.86,595.14,91,283,60,180,0.27,27000,15704.08064,31,49.6,860,1560,MODERATE RISK,1.883
SHS-137,2/27/2020,604.32,4431.68,88,33,90,208,0.14,40400,20926.25308,239,74.1,300,3440,MODERATE RISK,1.977
SHS-138,2/27/2020,685.88,4590.12,87,29,170,218,0.08,58300,30579.38728,100,46.43,290,5360,MODERATE RISK,4.354
SHS-177,2/27/2020,825,2475,75,26.67,190,210,0.07,59300,30439,148,100,366,5440,MODERATE RISK,4.484
SHS-165,2/27/2020,101.97,3297.03,97,30.77,190,175,0.08,47500,24008.5636,228,38.9,390.4,4880,LOW RISK,0.458
SHS-17,2/27/2020,295.2,4624.8,94,21.86,160,187,0.12,54800,27570.83568,45,95.2,250,5240,MODERATE RISK,1.588
SHS-188,2/27/2020,1262.5,3787.5,75,35.83,160,194,0.03,58800,29850.29328,55,82,270,5720,MODERATE RISK,4.393
SHS-173,2/27/2020,286.4,3293.6,92,42,190,198,0.1,60000,32456.72771,156,47.6,340,5080,LOW RISK,0.153
AGR-33,2/28/2020,558,1674,75,74,145,200,0.05,75100,36311.07612,19,56.1,120,8600,MODERATE RISK,4.996
AGR-52,2/28/2020,205,45,18,35,150,119,0.07,21000,10718.11213,321,44.7,250,2440,LOW RISK,0.514
AGR-42,2/28/2020,545,4905,90,52,170,220,0.12,61000,27971.28105,23,58.7,366,7840,HIGH RISK,6.341
AGR-3,2/28/2020,146.28,1140.48,88,27,210,205,0.03,62300,31121.67654,71,67.3,250,6480,SEVERE RISK,15.417
AGR-40,2/28/2020,523.328,130.832,20,58,230,180,0.22,48900,24828.12272,81,168,480,4680,LOW RISK,0.02
AGR-5,2/28/2020,152.4,2907,95,25,160,203,0.15,62200,31929.20583,144,64.5,280,5880,SEVERE RISK,10.709
AGR-44,2/28/2020,257.1,4826,95,45,160,100,0.19,61000,32065.58442,130,50.2,390,5000,SEVERE RISK,20.83
AGR-54,2/28/2020,377.28,4338.72,92,52,190,220,0.07,98000,53245.95314,69,59.7,240,6880,LOW RISK,0.164
AGR-14,2/28/2020,170.4,1959.6,92,43,200,210,0.11,84600,46850.04774,126,45.5,160,5920,LOW RISK,0.411
SHS-56,2/28/2020,338.295,1917.005,85,167,230,205,0.62,18900,9568.10179,177,52.3,870,2080,MODERATE RISK,1.036
SHS-71,2/28/2020,353.61,3575.39,91,132,170,193,0.27,40000,20848.38468,137,83.52,450,3760,MODERATE RISK,3.007
SHS-52,2/28/2020,82.8,469.2,85,80,198,140,0.12,35500,20212.62582,127.5,39.75,390.4,2160,LOW RISK,0.302
SHS-17,2/28/2020,96.96,105.04,52,40,160,187,0.09,54800,27570.83568,45,95.2,250,5240,MODERATE RISK,2.758
SHS-111,2/28/2020,260.4,159.6,38,28,180,148,0.06,28300,16043.64522,244,2.84,634.4,1000,MODERATE RISK,4.282
SHS-135,2/28/2020,120,180,60,66,150,157,0.47,16800,8541.06674,100,70.9,540,1840,MODERATE RISK,4.741
SHS-87,2/28/2020,1439.24,1831.76,56,90,150,160,0.08,68000,34140.60604,46,64.7,180,6600,MODERATE RISK,2.18
SHS-23,2/28/2020,433.92,2278.08,84,158,170,200,0.19,20200,11013,157,10.4,740,1440,LOW RISK,0.443
SHS-234,2/28/2020,365.4,243.6,40,231,100,137,0.09,54100,27656.7931,14,36.34,200,4880,LOW RISK,0.73
SHS-261,2/28/2020,908.88,714.12,44,147.9,180,154,0.07,57000,29238.58221,35,60.2,160,5760,MODERATE RISK,2.882
SHS-81,2/28/2020,327.9,765.1,70,64,130,178,0.1,59700,33725.13728,25,35,220,3240,LOW RISK,0.807
SHS-14,2/28/2020,245.1,1388.9,85,76.8,150,160,0.25,16800,8992.228666,195,17,930,1080,LOW RISK,0.932
SHS-139,2/28/2020,107.6,1237.4,92,134,60,187,0.84,7700,4427.206312,235,12,625,680,LOW RISK,0.448
SHS-191,2/28/2020,203,3857,95,163.5,170,210,0.19,5600,3288,43,3.1,1110,440,LOW RISK,0.366
SHS-295,2/28/2020,553.8,1576.2,74,281,200,150,0.06,21200,9485.986639,122,103.7,940,2680,LOW RISK,0.343
SHS-80,2/28/2020,112,48,30,96,140,95,0.04,28000,15212.26872,34,172.1,353.8,752,MODERATE RISK,4.259
SHS-228,2/28/2020,462.6,4677.4,91,232.02,195,210,0.2,9200,5480.156936,155,41.65,760,520,LOW RISK,0.449
SHS-75,2/28/2020,564.8,6495.2,92,256,120,208,0.58,7700,4327.355246,60,6.39,720,400,SEVERE RISK,22.611
SHS-82,2/28/2020,175.74,430.26,71,24.3,70,180,0.06,65000,34911.83602,66,111.25,260,5320,LOW RISK,0.523
SHS-23,2/28/2020,174.96,2741.04,94,320,170,200,0.28,20200,11013,157,10.4,740,1440,HIGH RISK,8.258
SHS-224,2/28/2020,236.8,971.7,80,75,55,166,0.09,46000,23844.38529,125,85.8,300,4640,MODERATE RISK,1.149
SHS-22,2/28/2020,117.04,190.96,62,49,40,170,0.2,52500,26974.86435,139,86,310,4800,LOW RISK,0.9
SHS-225,2/28/2020,318.4,1273.6,80,132,75,150,0.08,55500,29588.8987,111,47.75,280,4960,LOW RISK,0.484
SHS-221,2/28/2020,262,2358,90,222,100,192,0.46,8900,5570.39519,55,3.28,870,320,SEVERE RISK,21.6
SHS-183,2/28/2020,492,2788,85,361,120,186,0.32,6500,3379.202368,67,5.19,990,760,HIGH RISK,6.2
SHS-68,2/28/2020,261,2639,91,229,150,185,0.12,65500,34764.56552,119,108.7,750,5400,LOW RISK,0.882
SHS-95,2/28/2020,58.86,595.14,91,283,60,180,0.27,27000,15704.08064,31,49.6,860,1560,MODERATE RISK,4.628
SHS-137,2/28/2020,603.84,4431.68,88,33,90,208,0.14,40400,20926.25308,239,74.1,300,3440,MODERATE RISK,1.474
SHS-138,2/28/2020,685.88,4590.12,87,29,170,218,0.08,58300,30579.38728,100,46.43,290,5360,MODERATE RISK,3.215
SHS-177,2/28/2020,825,2475,75,102,190,210,0.07,59300,30439,148,100,366,5440,MODERATE RISK,3.54
SHS-165,2/28/2020,101.97,3297.03,97,40,190,175,0.08,47500,24008.5636,228,38.9,390.4,4880,LOW RISK,0.726
SHS-17,2/28/2020,295.2,4624.8,94,21.86,160,187,0.12,54800,27570.83568,45,95.2,250,5240,MODERATE RISK,2.443
SHS-188,2/28/2020,1262.5,3787.5,75,258,160,194,0.03,58800,29850.29328,55,82,270,5720,MODERATE RISK,3.436
SHS-173,2/28/2020,286.4,3293.6,92,42,190,198,0.1,60000,32456.72771,156,47.6,340,5080,LOW RISK,0.154
AGR-33,2/29/2020,558,1674,75,74,145,200,0.05,75100,36311.07612,19,56.1,120,8600,MODERATE RISK,4.986
AGR-52,2/29/2020,206.64,45.36,18,35,150,119,0.07,21000,10718.11213,321,44.7,250,2440,LOW RISK,0.653
AGR-42,2/29/2020,545,4905,90,52,170,220,0.12,61000,27971.28105,23,58.7,366,7840,HIGH RISK,7.462
AGR-3,2/29/2020,146.28,1140.48,88,27,210,205,0.03,62300,31121.67654,71,67.3,250,6480,SEVERE RISK,20.864
AGR-40,2/29/2020,538.72,134.68,20,58,230,180,0.22,48900,24828.12272,81,168,480,4680,LOW RISK,0.667
AGR-5,2/29/2020,152.4,2895.6,95,25,160,203,0.15,62200,31929.20583,144,64.5,280,5880,SEVERE RISK,22.212
AGR-44,2/29/2020,257.1,4884.9,95,45,160,100,0.19,61000,32065.58442,130,50.2,390,5000,SEVERE RISK,17.891
AGR-54,2/29/2020,377.28,4338.72,92,52,190,220,0.07,98000,53245.95314,69,59.7,240,6880,LOW RISK,0.276
AGR-14,2/29/2020,170.4,1959.6,92,43,200,210,0.11,84600,46850.04774,126,45.5,160,5920,LOW RISK,0.42
SHS-56,2/29/2020,338.295,1917.005,85,169.1,230,205,0.62,18900,9568.10179,177,52.3,870,2080,MODERATE RISK,4.21
SHS-71,2/29/2020,353.61,3575.39,91,132,170,193,0.27,40000,20848.38468,137,83.52,450,3760,MODERATE RISK,2.891
SHS-52,2/29/2020,82.8,469.2,85,80,198,140,0.12,35500,20212.62582,127.5,39.75,390.4,2160,LOW RISK,0.748
SHS-17,2/29/2020,96.96,105.04,52,40,160,187,0.09,54800,27570.83568,45,95.2,250,5240,MODERATE RISK,2.956
SHS-111,2/29/2020,260.4,159.6,38,28,180,148,0.06,28300,16043.64522,244,2.84,634.4,1000,MODERATE RISK,4.949
SHS-135,2/29/2020,120,180,60,66,150,157,0.47,16800,8541.06674,100,70.9,540,1840,MODERATE RISK,1.081
SHS-87,2/29/2020,1439.24,1831.76,56,90,150,160,0.08,68000,34140.60604,46,64.7,180,6600,MODERATE RISK,2.942
SHS-23,2/29/2020,433.92,2278.08,84,158,170,200,0.19,20200,11013,157,10.4,740,1440,LOW RISK,0.94
SHS-234,2/29/2020,365.4,243.6,40,231,100,137,0.09,54100,27656.7931,14,36.34,200,4880,LOW RISK,0.926
SHS-261,2/29/2020,908.88,714.12,44,147.9,180,154,0.07,57000,29238.58221,35,60.2,160,5760,MODERATE RISK,2.062
SHS-81,2/29/2020,327.9,765.1,70,64,130,178,0.1,59700,33725.13728,25,35,220,3240,LOW RISK,0.135
SHS-14,2/29/2020,245.1,1388.9,85,76.8,150,160,0.25,16800,8992.228666,195,17,930,1080,LOW RISK,0.823
SHS-139,2/29/2020,107.6,1237.4,92,134,60,187,0.84,7700,4427.206312,235,12,625,680,LOW RISK,0.234
SHS-191,2/29/2020,203,3857,95,163.5,170,210,0.19,5600,3288,43,3.1,1110,440,LOW RISK,0.11
SHS-295,2/29/2020,553.8,1576.2,74,281,200,150,0.06,21200,9485.986639,122,103.7,940,2680,LOW RISK,1
SHS-80,2/29/2020,112,48,30,96,140,95,0.04,28000,15212.26872,34,172.1,353.8,752,MODERATE RISK,3.49
SHS-228,2/29/2020,462.6,4677.4,91,232.02,195,210,0.2,9200,5480.156936,155,41.65,760,520,LOW RISK,0.584
SHS-75,2/29/2020,564.8,6495.2,92,256,120,208,0.58,7700,4327.355246,60,6.39,720,400,SEVERE RISK,21.879
SHS-82,2/29/2020,163.62,442.38,73,24.3,70,180,0.06,65000,34911.83602,66,111.25,260,5320,LOW RISK,0.677
SHS-23,2/29/2020,174.96,2741.04,94,320,170,200,0.28,20200,11013,157,10.4,740,1440,HIGH RISK,6.295
SHS-224,2/29/2020,236.8,971.7,80,75,55,166,0.09,46000,23844.38529,125,85.8,300,4640,MODERATE RISK,4.406
SHS-22,2/29/2020,117.04,190.96,62,49,40,170,0.2,52500,26974.86435,139,86,310,4800,LOW RISK,0.108
SHS-225,2/29/2020,318.4,1273.6,80,132,75,150,0.08,55500,29588.8987,111,47.75,280,4960,LOW RISK,0.85
SHS-221,2/29/2020,262,2358,90,222,100,192,0.46,8900,5570.39519,55,3.28,870,320,SEVERE RISK,13.638
SHS-183,2/29/2020,492,2788,85,361,120,186,0.32,6500,3379.202368,67,5.19,990,760,HIGH RISK,8.306
SHS-68,2/29/2020,261,2639,91,229,150,185,0.12,65500,34764.56552,119,108.7,750,5400,LOW RISK,0.094
SHS-95,2/29/2020,58.86,595.14,91,283,60,180,0.27,27000,15704.08064,31,49.6,860,1560,MODERATE RISK,1.523
SHS-137,2/29/2020,603.84,4428.16,88,33,90,208,0.14,40400,20926.25308,239,74.1,300,3440,MODERATE RISK,3.165
SHS-138,2/29/2020,685.88,4590.12,87,29,170,218,0.08,58300,30579.38728,100,46.43,290,5360,MODERATE RISK,2.243
SHS-177,2/29/2020,825.5,2476.5,75,102,190,210,0.07,59300,30439,148,100,366,5440,MODERATE RISK,4.869
SHS-165,2/29/2020,101.7,3288.3,97,40,190,175,0.08,47500,24008.5636,228,38.9,390.4,4880,LOW RISK,0.125
SHS-17,2/29/2020,295.2,4624.8,94,62,160,187,0.12,54800,27570.83568,45,95.2,250,5240,MODERATE RISK,2.715
SHS-188,2/29/2020,1262,3786,75,258,160,194,0.03,58800,29850.29328,55,82,270,5720,MODERATE RISK,4.502
SHS-173,2/29/2020,286.4,3293.6,92,42,190,198,0.1,60000,32456.72771,156,47.6,340,5080,LOW RISK,0.496
AGR-33,3/1/2020,558,1674,75,74,145,200,0.04,75100,36311.07612,19,56.1,120,8600,MODERATE RISK,2.372
AGR-52,3/1/2020,206.64,45.36,18,35,150,119,0.11,21000,10718.11213,321,44.7,250,2440,LOW RISK,0.789
AGR-42,3/1/2020,544.2,4905,90,52,170,220,0.11,61000,27971.28105,23,58.7,366,7840,HIGH RISK,6.282
AGR-3,3/1/2020,146.28,1140.48,88,27,210,205,0.2,62300,31121.67654,71,67.3,250,6480,SEVERE RISK,17.436
AGR-40,3/1/2020,538.72,134.68,20,58,230,180,0.23,48900,24828.12272,81,168,480,4680,LOW RISK,0.723
AGR-5,3/1/2020,152.4,2895.6,95,25,160,203,0.21,62200,31929.20583,144,64.5,280,5880,SEVERE RISK,20.497
AGR-44,3/1/2020,257.1,4884.9,95,45,160,100,0.21,61000,32065.58442,130,50.2,390,5000,SEVERE RISK,12.41
AGR-54,3/1/2020,377.28,4338.72,92,52,190,220,0.07,98000,53245.95314,69,59.7,240,6880,LOW RISK,0.189
AGR-14,3/1/2020,170.4,1959.6,92,43,200,210,0.13,84600,46850.04774,126,45.5,160,5920,LOW RISK,0.013
SHS-56,3/1/2020,337.725,1917.005,85,169.1,230,205,0.56,18900,9568.10179,177,52.3,870,2080,MODERATE RISK,1.879
SHS-71,3/1/2020,353.61,3575.39,91,132,170,193,0.31,40000,20848.38468,137,83.52,450,3760,MODERATE RISK,2.08
SHS-52,3/1/2020,82.8,469.2,85,80,198,140,0.14,35500,20212.62582,127.5,39.75,390.4,2160,LOW RISK,0.776
SHS-17,3/1/2020,96.96,105.04,52,40,160,187,0.07,54800,27570.83568,45,95.2,250,5240,MODERATE RISK,1.455
SHS-111,3/1/2020,260.4,159.6,38,28,180,148,0.05,28300,16043.64522,244,2.84,634.4,1000,MODERATE RISK,4.663
SHS-135,3/1/2020,120,180,60,66,150,157,0.37,16800,8541.06674,100,70.9,540,1840,MODERATE RISK,2.822
SHS-87,3/1/2020,1439.24,1831.76,56,90,150,160,0.07,68000,34140.60604,46,64.7,180,6600,MODERATE RISK,1.749
SHS-23,3/1/2020,433.92,2278.08,84,158,170,200,0.24,20200,11013,157,10.4,740,1440,LOW RISK,0.548
SHS-234,3/1/2020,365.4,243.6,40,231,100,137,0.09,54100,27656.7931,14,36.34,200,4880,LOW RISK,0.206
SHS-261,3/1/2020,908.88,714.12,44,147.9,180,154,0.03,57000,29238.58221,35,60.2,160,5760,MODERATE RISK,2.307
SHS-81,3/1/2020,327.9,765.1,70,64,130,178,0.11,59700,33725.13728,25,35,220,3240,LOW RISK,0.365
SHS-14,3/1/2020,245.1,1388.9,85,76.8,150,160,0.13,16800,8992.228666,195,17,930,1080,LOW RISK,0.724
SHS-139,3/1/2020,107.6,1237.4,92,134,60,187,0.88,7700,4427.206312,235,12,625,680,LOW RISK,0.277
SHS-191,3/1/2020,203,3857,95,163.5,170,210,0.26,5600,3288,43,3.1,1110,440,LOW RISK,0.958
SHS-295,3/1/2020,553.8,1576.2,74,281,200,150,0.07,21200,9485.986639,122,103.7,940,2680,LOW RISK,0.964
SHS-80,3/1/2020,112,48,30,96,140,95,0.04,28000,15212.26872,34,172.1,353.8,752,MODERATE RISK,4.09
SHS-228,3/1/2020,462.6,4677.4,91,232.02,195,210,0.19,9200,5480.156936,155,41.65,760,520,LOW RISK,0.448
SHS-75,3/1/2020,564.8,6495.2,92,256,120,208,0.5,7700,4327.355246,60,6.39,720,400,SEVERE RISK,24.713
SHS-82,3/1/2020,163.62,442.38,73,24.3,70,180,0.05,65000,34911.83602,66,111.25,260,5320,LOW RISK,0.647
SHS-23,3/1/2020,174.96,2741.04,94,320,170,200,0.28,20200,11013,157,10.4,740,1440,HIGH RISK,9.673
SHS-224,3/1/2020,236.8,971.7,80,75,55,166,0.09,46000,23844.38529,125,85.8,300,4640,MODERATE RISK,2.078
SHS-22,3/1/2020,117.04,190.96,62,49,40,170,0.23,52500,26974.86435,139,86,310,4800,LOW RISK,0.568
SHS-225,3/1/2020,318.4,1273.6,80,132,75,150,0.09,55500,29588.8987,111,47.75,280,4960,LOW RISK,0.306
SHS-221,3/1/2020,262,2358,90,222,100,192,0.4,8900,5570.39519,55,3.28,870,320,SEVERE RISK,13.588
SHS-183,3/1/2020,492,2788,85,361,120,186,0.28,6500,3379.202368,67,5.19,990,760,HIGH RISK,7.345
SHS-68,3/1/2020,261,2639,91,229,150,185,0.1,65500,34764.56552,119,108.7,750,5400,LOW RISK,0.699
SHS-95,3/1/2020,58.86,595.14,91,283,60,180,0.25,27000,15704.08064,31,49.6,860,1560,MODERATE RISK,3.941
SHS-137,3/1/2020,603.84,4428.16,88,147,90,208,0.09,40400,20926.25308,239,74.1,300,3440,MODERATE RISK,3.346
SHS-138,3/1/2020,685.88,4590.12,87,112,170,218,0.05,58300,30579.38728,100,46.43,290,5360,MODERATE RISK,3.524
SHS-177,3/1/2020,825.5,2476.5,75,102,190,210,0.03,59300,30439,148,100,366,5440,MODERATE RISK,3.23
SHS-165,3/1/2020,101.7,3288.3,97,40,190,175,0.03,47500,24008.5636,228,38.9,390.4,4880,LOW RISK,0.923
SHS-17,3/1/2020,295.5,4624.8,94,62,160,187,0.08,54800,27570.83568,45,95.2,250,5240,MODERATE RISK,3.273
SHS-188,3/1/2020,1262,3786,75,258,160,194,0.05,58800,29850.29328,55,82,270,5720,MODERATE RISK,2.243
SHS-173,3/1/2020,286.4,3293.6,92,58,190,198,0.09,60000,32456.72771,156,47.6,340,5080,LOW RISK,0.532
AGR-33,3/2/2020,558,1674,75,74,145,200,0.04,75100,36311.07612,19,56.1,120,8600,MODERATE RISK,3.457
AGR-52,3/2/2020,206.64,45.36,18,35,150,119,0.11,21000,10718.11213,321,44.7,250,2440,LOW RISK,0.05
AGR-42,3/2/2020,544.2,4905,90,52,170,220,0.11,61000,27971.28105,23,58.7,366,7840,HIGH RISK,8.475
AGR-3,3/2/2020,146.28,1140.48,88,27,210,205,0.2,62300,31121.67654,71,67.3,250,6480,SEVERE RISK,12.375
AGR-40,3/2/2020,538.72,134.68,20,58,230,180,0.23,48900,24828.12272,81,168,480,4680,LOW RISK,0.609
AGR-5,3/2/2020,152.4,2895.6,95,25,160,203,0.21,62200,31929.20583,144,64.5,280,5880,SEVERE RISK,12.993
AGR-44,3/2/2020,257.1,4884.9,95,45,160,100,0.21,61000,32065.58442,130,50.2,390,5000,SEVERE RISK,15.736
AGR-54,3/2/2020,377.28,4338.72,92,52,190,220,0.07,98000,53245.95314,69,59.7,240,6880,LOW RISK,0.706
AGR-14,3/2/2020,170.4,1959.6,92,43,200,210,0.13,84600,46850.04774,126,45.5,160,5920,LOW RISK,0.2
SHS-56,3/2/2020,337.725,1917.005,85,169.1,230,205,0.56,18900,9568.10179,177,52.3,870,2080,MODERATE RISK,1.568
SHS-71,3/2/2020,353.61,3575.39,91,132,170,193,0.31,40000,20848.38468,137,83.52,450,3760,MODERATE RISK,1.132
SHS-52,3/2/2020,82.8,469.2,85,80,198,140,0.14,35500,20212.62582,127.5,39.75,390.4,2160,LOW RISK,0.657
SHS-17,3/2/2020,96.96,105.04,52,40,160,187,0.07,54800,27570.83568,45,95.2,250,5240,MODERATE RISK,2.507
SHS-111,3/2/2020,260.4,159.6,38,28,180,148,0.05,28300,16043.64522,244,2.84,634.4,1000,MODERATE RISK,1.118
SHS-135,3/2/2020,120,180,60,66,150,157,0.37,16800,8541.06674,100,70.9,540,1840,MODERATE RISK,3.116
SHS-87,3/2/2020,1436.6,1831.76,56,90,150,160,0.07,68000,34140.60604,46,64.7,180,6600,MODERATE RISK,3.72
