Pozo,date,bapd,bppd,bsw,mscf,pco2,temp,Na,pH,SO4,Cl,Fe,bicarb,pres,Ca,criticidad,mpy
SHS-177,1/19/2020,2421,807,75,23,5.85,210,30439,6.9,148,59300,100,366,190,5440,MODERATE RISK,1.594
SHS-165,1/19/2020,3199.06,98.94,97,30,3.86,175,24008.5636,6,228,47500,38.9,390.4,190,4880,LOW RISK,0.58
SHS-17,1/19/2020,4643.6,296.4,94,20.85,5.56,187,27570.83568,7,45,54800,95.2,250,160,5240,MODERATE RISK,3.778
SHS-188,1/19/2020,3746.25,1248.75,75,35,0,194,29850.29328,6,55,58800,82,270,160,5720,MODERATE RISK,4.723
AGR-33,1/20/2020,1633.5,544.5,75,74,3,200,36311.07612,6.1,19,75100,56.1,120,145,8600,MODERATE RISK,3.097
AGR-52,1/20/2020,41.4,188.6,18,35,3,119,10718.11213,6.8,321,21000,44.7,250,150,2440,LOW RISK,0.545
AGR-42,1/20/2020,4779,531,90,45,8,220,27971.28105,6.3,23,61000,58.7,366,170,7840,HIGH RISK,7.399
AGR-3,1/20/2020,992.64,135.36,88,27,5.4,205,31121.67654,6.28,71,62300,67.3,250,210,6480,SEVERE RISK,18.689
AGR-40,1/20/2020,115.44,461.76,20,50,37.4,180,24828.12272,6.6,81,48900,168,480,230,4680,LOW RISK,0.037
AGR-5,1/20/2020,2914.6,153.4,95,22,20.8,203,31929.20583,6.6,144,62200,64.5,280,160,5880,SEVERE RISK,11.759
AGR-44,1/20/2020,5232.18,393.82,93,52,17,100,32065.58442,6.3,130,61000,50.2,390,160,5000,SEVERE RISK,21.538
AGR-54,1/20/2020,4164.2,265.8,94,40,6.75,220,53245.95314,6,69,98000,59.7,240,190,6880,LOW RISK,0.967
AGR-14,1/20/2020,1950.4,169.6,92,42,19.53,210,46850.04774,6.1,126,84600,45.5,160,200,5920,LOW RISK,0.594
SHS-211,1/20/2020,1449,161,90,90,132.3,210,3336.418863,6.9,88,7600,137.6,1525,260,1000,HIGH RISK,5.265
SHS-56,1/20/2020,1929.925,340.575,85,85,112,205,9568.10179,6.9,177,18900,52.3,870,230,2080,MODERATE RISK,3.409
SHS-71,1/20/2020,3539.9,350.1,91,132,34.65,193,20848.38468,5.8,137,40000,83.52,450,170,3760,MODERATE RISK,1.593
SHS-52,1/20/2020,459,81,85,85,21.6,140,20212.62582,7.1,127.5,35500,39.75,390.4,198,2160,LOW RISK,0.459
SHS-17,1/20/2020,104.52,96.48,52,52,4.6,187,27570.83568,7,45,54800,95.2,250,160,5240,MODERATE RISK,3.744
SHS-111,1/20/2020,160.74,262.26,38,25.6,5.55,148,16043.64522,7.7,244,28300,2.84,634.4,180,1000,MODERATE RISK,2.539
SHS-111,1/20/2020,160.74,262.26,38,38,5.55,148,16043.64522,7.7,244,28300,2.84,634.4,180,1000,MODERATE RISK,3.614
AGR-30,1/20/2020,3779.1,1065.9,78,254,8.5,145,35071.88621,6.5,100,67900,138.48,320,180,6880,MODERATE RISK,1.993
SHS-135,1/20/2020,176.4,117.6,60,61.5,56,157,8541.06674,7.5,100,16800,70.9,540,150,1840,MODERATE RISK,2.915
SHS-135,1/20/2020,176.4,117.6,60,60,56,157,8541.06674,7.5,100,16800,70.9,540,150,1840,MODERATE RISK,3.097
SHS-87,1/20/2020,1646,1646,50,94,2,160,34140.60604,6.8,46,68000,64.7,180,150,6600,MODERATE RISK,3.005
SHS-87,1/20/2020,1646,1646,50,52,2,160,34140.60604,6.8,46,68000,64.7,180,150,6600,MODERATE RISK,2.775
SHS-23,1/20/2020,2269.68,432.32,84,164.9,22.5,200,11013,7.6,157,20200,10.4,740,170,1440,LOW RISK,0.217
SHS-234,1/20/2020,230,345,40,231,8.45,137,27656.7931,6.7,14,54100,36.34,200,100,4880,LOW RISK,0.361
SHS-234,1/20/2020,230,345,40,40,8.45,137,27656.7931,6.7,14,54100,36.34,200,100,4880,LOW RISK,0.037
SHS-261,1/20/2020,741.4,943.6,44,147.9,10.2,154,29238.58221,6.5,35,57000,60.2,160,180,5760,MODERATE RISK,2.975
SHS-261,1/20/2020,741.4,943.6,44,44,10.2,154,29238.58221,6.5,35,57000,60.2,160,180,5760,MODERATE RISK,4.553
SHS-81,1/20/2020,704.84,347.16,67,67,5.96,178,33725.13728,6.6,25,59700,35,220,130,3240,LOW RISK,0.003
SHS-14,1/20/2020,1406.75,248.25,85,75,28.16,160,8992.228666,6.6,195,16800,17,930,150,1080,LOW RISK,0.819
SHS-139,1/20/2020,1223.6,106.4,92,137,41.65,187,4427.206312,7,235,7700,12,625,60,680,LOW RISK,0.383
SHS-191,1/20/2020,3948.2,207.8,95,162,27.3,210,3288,6.5,43,5600,3.1,1110,170,440,LOW RISK,0.154
SHS-295,1/20/2020,868.14,509.86,63,278,8.19,180,11645.5948,6.8,133,25000,25.3,540,110,3360,LOW RISK,0.507
SHS-80,1/20/2020,51,119,30,96,4.85,95,15212.26872,6.4,34,28000,172.1,353.8,140,752,MODERATE RISK,4.131
SHS-20,1/20/2020,1810.26,223.74,89,89,3.54,182,24269.70099,6,173,46300,32.7,540,200,4280,LOW RISK,0.267
SHS-228,1/20/2020,4627.35,457.65,91,454,24.31,210,5480.156936,6.8,155,9200,41.65,760,195,520,LOW RISK,0.936
SHS-75,1/20/2020,6440,560,92,326,62.37,208,4327.355246,6.5,60,7700,6.39,720,120,400,SEVERE RISK,13.706
SHS-82,1/20/2020,429.408,175.392,71,24,2.76,180,34911.83602,6.6,66,65000,111.25,260,70,5320,LOW RISK,0.686
SHS-23,1/20/2020,2670.54,170.46,94,228,34.27,200,11013,7.6,157,20200,10.4,740,170,1440,HIGH RISK,7.164
SHS-224,1/20/2020,971.7,236.8,80,75,5,166,23844.38529,6.3,125,46000,85.8,300,55,4640,MODERATE RISK,4.789
SHS-22,1/20/2020,184.14,112.86,62,62,2.82,170,26974.86435,6.7,139,52500,86,310,40,4800,LOW RISK,0.425
SHS-225,1/20/2020,1272,318,80,71,5.7,150,29588.8987,6.4,111,55500,47.75,280,75,4960,LOW RISK,0.443
SHS-221,1/20/2020,2455.2,272.8,90,209,36,192,5570.39519,7.1,55,8900,3.28,870,100,320,SEVERE RISK,18.01
SHS-183,1/20/2020,2794.8,493.2,85,365,31.61,186,3379.202368,7.2,67,6500,5.19,990,120,760,HIGH RISK,9.843
SHS-267,1/20/2020,2059.2,280.8,88,228,37.7,190,6475.314847,6.7,197,10500,4.92,1070,145,480,LOW RISK,0.091
SHS-68,1/20/2020,2626.26,259.74,91,91,2.8,185,34764.56552,6.1,119,65500,108.7,750,150,5400,LOW RISK,0.181
SHS-95,1/20/2020,677.04,66.96,91,182,11.44,180,15704.08064,7.2,31,27000,49.6,860,60,1560,MODERATE RISK,2.4
SHS-137,1/20/2020,4368.32,595.68,88,34,5.6,208,20926.25308,6.8,239,40400,74.1,300,90,3440,MODERATE RISK,2.748
SHS-138,1/20/2020,4588.38,685.62,87,30.33,3.56,218,30579.38728,6.55,100,58300,46.43,290,170,5360,MODERATE RISK,3.379
SHS-177,1/20/2020,2421,807,75,23,5.85,210,30439,6.9,148,59300,100,366,190,5440,MODERATE RISK,1.894
SHS-165,1/20/2020,3199.06,98.94,97,30,3.86,175,24008.5636,6,228,47500,38.9,390.4,190,4880,LOW RISK,0.931
SHS-17,1/20/2020,4643.6,296.4,94,20.85,5.56,187,27570.83568,7,45,54800,95.2,250,160,5240,MODERATE RISK,4.892
SHS-188,1/20/2020,3746.25,1248.75,75,35,0,194,29850.29328,6,55,58800,82,270,160,5720,MODERATE RISK,3.829
AGR-33,1/21/2020,1633.5,544.5,75,74,3,200,36311.07612,6.1,19,75100,56.1,120,145,8600,MODERATE RISK,4.881
AGR-52,1/21/2020,41.4,188.6,18,35,3,119,10718.11213,6.8,321,21000,44.7,250,150,2440,LOW RISK,0.108
AGR-42,1/21/2020,4779,531,90,45,8,220,27971.28105,6.3,23,61000,58.7,366,170,7840,HIGH RISK,5.13
AGR-3,1/21/2020,992.64,135.36,88,27,5.4,205,31121.67654,6.28,71,62300,67.3,250,210,6480,SEVERE RISK,10.901
AGR-40,1/21/2020,115.44,461.76,20,50,37.4,180,24828.12272,6.6,81,48900,168,480,230,4680,LOW RISK,0.647
AGR-5,1/21/2020,2914.6,153.4,95,22,20.8,203,31929.20583,6.6,144,62200,64.5,280,160,5880,SEVERE RISK,14.042
AGR-44,1/21/2020,5232.18,393.82,93,52,17,100,32065.58442,6.3,130,61000,50.2,390,160,5000,SEVERE RISK,21.18
AGR-54,1/21/2020,4166.4,313.6,93,40,6.75,220,53245.95314,6,69,98000,59.7,240,190,6880,LOW RISK,0.495
AGR-14,1/21/2020,1950.4,169.6,92,42,19.53,210,46850.04774,6.1,126,84600,45.5,160,200,5920,LOW RISK,0.428
SHS-211,1/21/2020,1449,161,90,90,132.3,210,3336.418863,6.9,88,7600,137.6,1525,260,1000,HIGH RISK,8.057
SHS-56,1/21/2020,1929.925,340.575,85,85,112,205,9568.10179,6.9,177,18900,52.3,870,230,2080,MODERATE RISK,3.559
SHS-71,1/21/2020,3539.9,350.1,91,132,34.65,193,20848.38468,5.8,137,40000,83.52,450,170,3760,MODERATE RISK,3.153
SHS-52,1/21/2020,459,81,85,85,21.6,140,20212.62582,7.1,127.5,35500,39.75,390.4,198,2160,LOW RISK,0.314
SHS-17,1/21/2020,104.52,96.48,52,52,4.6,187,27570.83568,7,45,54800,95.2,250,160,5240,MODERATE RISK,2.379
SHS-111,1/21/2020,161.12,262.88,38,38,5.55,148,16043.64522,7.7,244,28300,2.84,634.4,180,1000,MODERATE RISK,1.961
AGR-30,1/21/2020,3779.1,1065.9,78,254,8.5,145,35071.88621,6.5,100,67900,138.48,320,180,6880,MODERATE RISK,2.887
SHS-135,1/21/2020,177.6,118.4,60,60,56,157,8541.06674,7.5,100,16800,70.9,540,150,1840,MODERATE RISK,3.529
SHS-87,1/21/2020,1711.84,1580.16,52,52,2,160,34140.60604,6.8,46,68000,64.7,180,150,6600,MODERATE RISK,2.6
SHS-23,1/21/2020,2269.68,432.32,84,164.9,22.5,200,11013,7.6,157,20200,10.4,740,170,1440,LOW RISK,0.557
SHS-234,1/21/2020,231.6,347.4,40,40,8.45,137,27656.7931,6.7,14,54100,36.34,200,100,4880,LOW RISK,0.832
SHS-261,1/21/2020,738.32,939.68,44,44,10.2,154,29238.58221,6.5,35,57000,60.2,160,180,5760,MODERATE RISK,1.952
SHS-81,1/21/2020,704.84,347.16,67,67,5.96,178,33725.13728,6.6,25,59700,35,220,130,3240,LOW RISK,0.422
SHS-14,1/21/2020,1406.75,248.25,85,75,28.16,160,8992.228666,6.6,195,16800,17,930,150,1080,LOW RISK,0.033
SHS-139,1/21/2020,1223.6,106.4,92,137,41.65,187,4427.206312,7,235,7700,12,625,60,680,LOW RISK,0.039
SHS-191,1/21/2020,3948.2,207.8,95,162,27.3,210,3288,6.5,43,5600,3.1,1110,170,440,LOW RISK,0.045
SHS-295,1/21/2020,868.14,509.86,63,278,8.19,180,11645.5948,6.8,133,25000,25.3,540,110,3360,LOW RISK,0.561
SHS-80,1/21/2020,51,119,30,96,4.85,95,15212.26872,6.4,34,28000,172.1,353.8,140,752,MODERATE RISK,4.351
SHS-20,1/21/2020,1810.26,223.74,89,89,3.54,182,24269.70099,6,173,46300,32.7,540,200,4280,LOW RISK,0.046
SHS-228,1/21/2020,4627.35,457.65,91,454,24.31,210,5480.156936,6.8,155,9200,41.65,760,195,520,LOW RISK,0.941
SHS-75,1/21/2020,6440,560,92,326,62.37,208,4327.355246,6.5,60,7700,6.39,720,120,400,SEVERE RISK,18.283
SHS-75,1/21/2020,6440,560,92,92,62.37,208,4327.355246,6.5,60,7700,6.39,720,120,400,SEVERE RISK,18.369
SHS-82,1/21/2020,429.408,175.392,71,25,2.76,180,34911.83602,6.6,66,65000,111.25,260,70,5320,LOW RISK,0.603
SHS-23,1/21/2020,2670.54,170.46,94,228,34.27,200,11013,7.6,157,20200,10.4,740,170,1440,HIGH RISK,9.496
SHS-224,1/21/2020,971.7,236.8,80,75,5,166,23844.38529,6.3,125,46000,85.8,300,55,4640,MODERATE RISK,3.837
SHS-22,1/21/2020,184.14,112.86,62,62,2.82,170,26974.86435,6.7,139,52500,86,310,40,4800,LOW RISK,0.825
SHS-225,1/21/2020,1272,318,80,71,5.7,150,29588.8987,6.4,111,55500,47.75,280,75,4960,LOW RISK,0.487
SHS-221,1/21/2020,2455.2,272.8,90,209,36,192,5570.39519,7.1,55,8900,3.28,870,100,320,SEVERE RISK,20.809
SHS-183,1/21/2020,2794.8,493.2,85,365,31.61,186,3379.202368,7.2,67,6500,5.19,990,120,760,HIGH RISK,5.674
SHS-267,1/21/2020,2059.2,280.8,88,228,37.7,190,6475.314847,6.7,197,10500,4.92,1070,145,480,LOW RISK,0.036
SHS-68,1/21/2020,2626.26,259.74,91,91,2.8,185,34764.56552,6.1,119,65500,108.7,750,150,5400,LOW RISK,0.829
SHS-95,1/21/2020,677.04,66.96,91,182,11.44,180,15704.08064,7.2,31,27000,49.6,860,60,1560,MODERATE RISK,2.998
SHS-137,1/21/2020,4368.32,595.68,88,34,5.6,208,20926.25308,6.8,239,40400,74.1,300,90,3440,MODERATE RISK,2.315
SHS-138,1/21/2020,4588.38,685.62,87,30.33,3.56,218,30579.38728,6.55,100,58300,46.43,290,170,5360,MODERATE RISK,2.394
SHS-177,1/21/2020,2421,807,75,23,5.85,210,30439,6.9,148,59300,100,366,190,5440,MODERATE RISK,2.627
SHS-165,1/21/2020,3199.06,98.94,97,30,3.86,175,24008.5636,6,228,47500,38.9,390.4,190,4880,LOW RISK,0.748
SHS-17,1/21/2020,4643.6,296.4,94,20.85,5.56,187,27570.83568,7,45,54800,95.2,250,160,5240,MODERATE RISK,3.325
SHS-188,1/21/2020,3746.25,1248.75,75,35,0,194,29850.29328,6,55,58800,82,270,160,5720,MODERATE RISK,2.176
AGR-33,1/22/2020,1633.5,544.5,75,74,3,200,36311.07612,6.1,19,75100,56.1,120,145,8600,MODERATE RISK,4.519
AGR-52,1/22/2020,41.4,188.6,18,35,3,119,10718.11213,6.8,321,21000,44.7,250,150,2440,LOW RISK,0.939
AGR-42,1/22/2020,4789.8,532.2,90,45,8,220,27971.28105,6.3,23,61000,58.7,366,170,7840,HIGH RISK,7.934
AGR-3,1/22/2020,997.92,136.08,88,27,5.4,205,31121.67654,6.28,71,62300,67.3,250,210,6480,SEVERE RISK,14.679
AGR-40,1/22/2020,115.44,461.76,20,50,37.4,180,24828.12272,6.6,81,48900,168,480,230,4680,LOW RISK,0.972
AGR-5,1/22/2020,2914.6,153.4,95,22,20.8,203,31929.20583,6.6,144,62200,64.5,280,160,5880,SEVERE RISK,18.008
AGR-44,1/22/2020,5232.18,393.82,93,52,17,100,32065.58442,6.3,130,61000,50.2,390,160,5000,SEVERE RISK,19.958
AGR-54,1/22/2020,4263.12,320.88,93,40,6.75,220,53245.95314,6,69,98000,59.7,240,190,6880,LOW RISK,0.728
AGR-14,1/22/2020,1950.4,169.6,92,42,19.53,210,46850.04774,6.1,126,84600,45.5,160,200,5920,LOW RISK,0.218
SHS-211,1/22/2020,1449,161,90,90,132.3,210,3336.418863,6.9,88,7600,137.6,1525,260,1000,HIGH RISK,9.987
SHS-56,1/22/2020,1929.925,340.575,85,85,112,205,9568.10179,6.9,177,18900,52.3,870,230,2080,MODERATE RISK,4.232
SHS-71,1/22/2020,3539.9,350.1,91,132,34.65,193,20848.38468,5.8,137,40000,83.52,450,170,3760,MODERATE RISK,3.547
SHS-52,1/22/2020,459,81,85,85,21.6,140,20212.62582,7.1,127.5,35500,39.75,390.4,198,2160,LOW RISK,0.525
SHS-17,1/22/2020,104.52,96.48,52,52,4.6,187,27570.83568,7,45,54800,95.2,250,160,5240,MODERATE RISK,1.666
SHS-111,1/22/2020,161.12,262.88,38,38,5.55,148,16043.64522,7.7,244,28300,2.84,634.4,180,1000,MODERATE RISK,1.957
AGR-30,1/22/2020,3779.1,1065.9,78,254,8.5,145,35071.88621,6.5,100,67900,138.48,320,180,6880,HIGH RISK,6.9
SHS-135,1/22/2020,177.6,118.4,60,60,56,157,8541.06674,7.5,100,16800,70.9,540,150,1840,MODERATE RISK,2.538
SHS-87,1/22/2020,1711.84,1580.16,52,52,2,160,34140.60604,6.8,46,68000,64.7,180,150,6600,MODERATE RISK,2.266
SHS-23,1/22/2020,2269.68,432.32,84,164.9,22.5,200,11013,7.6,157,20200,10.4,740,170,1440,LOW RISK,0.259
SHS-234,1/22/2020,231.6,347.4,40,40,8.45,137,27656.7931,6.7,14,54100,36.34,200,100,4880,LOW RISK,0.792
SHS-261,1/22/2020,738.32,939.68,44,44,10.2,154,29238.58221,6.5,35,57000,60.2,160,180,5760,MODERATE RISK,1.162
SHS-81,1/22/2020,704.84,347.16,67,67,5.96,178,33725.13728,6.6,25,59700,35,220,130,3240,LOW RISK,0.53
SHS-14,1/22/2020,1406.75,248.25,85,75,28.16,160,8992.228666,6.6,195,16800,17,930,150,1080,LOW RISK,0.225
SHS-139,1/22/2020,1223.6,106.4,92,137,41.65,187,4427.206312,7,235,7700,12,625,60,680,LOW RISK,0.866
SHS-191,1/22/2020,3948.2,207.8,95,162,27.3,210,3288,6.5,43,5600,3.1,1110,170,440,LOW RISK,0.411
SHS-295,1/22/2020,868.14,509.86,63,278,8.19,180,11645.5948,6.8,133,25000,25.3,540,110,3360,LOW RISK,0.271
SHS-80,1/22/2020,51,119,30,96,4.85,95,15212.26872,6.4,34,28000,172.1,353.8,140,752,MODERATE RISK,2.012
SHS-20,1/22/2020,1810.26,223.74,89,89,3.54,182,24269.70099,6,173,46300,32.7,540,200,4280,LOW RISK,0.04
SHS-228,1/22/2020,4627.35,457.65,91,454,24.31,210,5480.156936,6.8,155,9200,41.65,760,195,520,LOW RISK,0.915
SHS-75,1/22/2020,6430.8,559.2,92,92,62.37,208,4327.355246,6.5,60,7700,6.39,720,120,400,SEVERE RISK,13.582
SHS-82,1/22/2020,426.426,174.174,71,25,2.76,180,34911.83602,6.6,66,65000,111.25,260,70,5320,LOW RISK,0.782
SHS-23,1/22/2020,2670.54,170.46,94,228,34.27,200,11013,7.6,157,20200,10.4,740,170,1440,HIGH RISK,6.895
SHS-224,1/22/2020,971.7,236.8,80,75,5,166,23844.38529,6.3,125,46000,85.8,300,55,4640,MODERATE RISK,3.251
SHS-22,1/22/2020,184.14,112.86,62,62,2.82,170,26974.86435,6.7,139,52500,86,310,40,4800,LOW RISK,0.261
SHS-225,1/22/2020,1272,318,80,71,5.7,150,29588.8987,6.4,111,55500,47.75,280,75,4960,LOW RISK,0.234
SHS-221,1/22/2020,2455.2,272.8,90,209,36,192,5570.39519,7.1,55,8900,3.28,870,100,320,SEVERE RISK,14.058
SHS-183,1/22/2020,2794.8,493.2,85,365,31.61,186,3379.202368,7.2,67,6500,5.19,990,120,760,HIGH RISK,6.778
SHS-267,1/22/2020,2059.2,280.8,88,228,37.7,190,6475.314847,6.7,197,10500,4.92,1070,145,480,LOW RISK,0.885
SHS-68,1/22/2020,2626.26,259.74,91,91,2.8,185,34764.56552,6.1,119,65500,108.7,750,150,5400,LOW RISK,0.29
SHS-95,1/22/2020,677.04,66.96,91,182,11.44,180,15704.08064,7.2,31,27000,49.6,860,60,1560,MODERATE RISK,4.753
SHS-137,1/22/2020,4368.32,595.68,88,34,5.6,208,20926.25308,6.8,239,40400,74.1,300,90,3440,MODERATE RISK,2.225
SHS-138,1/22/2020,4588.38,685.62,87,30.33,3.56,218,30579.38728,6.55,100,58300,46.43,290,170,5360,MODERATE RISK,4.997
SHS-177,1/22/2020,2421,807,75,23,5.85,210,30439,6.9,148,59300,100,366,190,5440,MODERATE RISK,1.516
SHS-165,1/22/2020,3199.06,98.94,97,30,3.86,175,24008.5636,6,228,47500,38.9,390.4,190,4880,LOW RISK,0.323
SHS-17,1/22/2020,4643.6,296.4,94,20.85,5.56,187,27570.83568,7,45,54800,95.2,250,160,5240,MODERATE RISK,4.864
SHS-188,1/22/2020,3746.25,1248.75,75,35,0,194,29850.29328,6,55,58800,82,270,160,5720,MODERATE RISK,4.85
AGR-33,1/23/2020,1633.5,544.5,75,74,3,200,36311.07612,6.1,19,75100,56.1,120,145,8600,MODERATE RISK,3.528
AGR-52,1/23/2020,41.4,188.6,18,35,3,119,10718.11213,6.8,321,21000,44.7,250,150,2440,LOW RISK,0.352
AGR-42,1/23/2020,4789.8,532.2,90,45,8,220,27971.28105,6.3,23,61000,58.7,366,170,7840,HIGH RISK,9.705
AGR-3,1/23/2020,997.92,136.08,88,27,5.4,205,31121.67654,6.28,71,62300,67.3,250,210,6480,SEVERE RISK,21.459
AGR-40,1/23/2020,115.44,461.76,20,50,37.4,180,24828.12272,6.6,81,48900,168,480,230,4680,LOW RISK,0.863
AGR-5,1/23/2020,2914.6,153.4,95,23,20.8,203,31929.20583,6.6,144,62200,64.5,280,160,5880,SEVERE RISK,15.207
AGR-44,1/23/2020,5232.18,393.82,93,52,17,100,32065.58442,6.3,130,61000,50.2,390,160,5000,SEVERE RISK,13.616
AGR-54,1/23/2020,4263.12,320.88,93,40,6.75,220,53245.95314,6,69,98000,59.7,240,190,6880,LOW RISK,0.173
AGR-14,1/23/2020,1950.4,169.6,92,42,19.53,210,46850.04774,6.1,126,84600,45.5,160,200,5920,LOW RISK,0.481
SHS-211,1/23/2020,1449,161,90,90,132.3,210,3336.418863,6.9,88,7600,137.6,1525,260,1000,HIGH RISK,5.974
SHS-56,1/23/2020,1929.925,340.575,85,85,112,205,9568.10179,6.9,177,18900,52.3,870,230,2080,MODERATE RISK,2.814
SHS-71,1/23/2020,3539.9,350.1,91,132,34.65,193,20848.38468,5.8,137,40000,83.52,450,170,3760,MODERATE RISK,2.934
SHS-52,1/23/2020,459,81,85,85,21.6,140,20212.62582,7.1,127.5,35500,39.75,390.4,198,2160,LOW RISK,0.483
SHS-17,1/23/2020,104.52,96.48,52,52,4.6,187,27570.83568,7,45,54800,95.2,250,160,5240,MODERATE RISK,3.892
SHS-111,1/23/2020,161.12,262.88,38,38,5.55,148,16043.64522,7.7,244,28300,2.84,634.4,180,1000,MODERATE RISK,4.205
AGR-30,1/23/2020,3779.1,1065.9,78,254,8.5,220,32352.75207,6.5,78,66000,53.78,280,160,6960,HIGH RISK,7.817
SHS-135,1/23/2020,177.6,118.4,60,60,56,157,8541.06674,7.5,100,16800,70.9,540,150,1840,MODERATE RISK,4.735
SHS-15,1/23/2020,2427.25,127.75,95,95,4.92,220,14344.72368,6.7,14,28600,6.23,300,155,2720,LOW RISK,0.356
SHS-87,1/23/2020,1711.84,1580.16,52,52,2,160,34140.60604,6.8,46,68000,64.7,180,150,6600,MODERATE RISK,2.079
SHS-23,1/23/2020,2269.68,432.32,84,164.8,22.5,200,11013,7.6,157,20200,10.4,740,170,1440,LOW RISK,0.411
SHS-23,1/23/2020,2269.68,432.32,84,84,22.5,200,11013,7.6,157,20200,10.4,740,170,1440,LOW RISK,0.383
SHS-234,1/23/2020,231.6,347.4,40,40,8.45,137,27656.7931,6.7,14,54100,36.34,200,100,4880,LOW RISK,0.633
SHS-261,1/23/2020,738.32,939.68,44,44,10.2,154,29238.58221,6.5,35,57000,60.2,160,180,5760,MODERATE RISK,1.693
SHS-81,1/23/2020,704.84,347.16,67,67,5.96,178,33725.13728,6.6,25,59700,35,220,130,3240,LOW RISK,0.259
SHS-14,1/23/2020,1406.75,248.25,85,75,28.16,160,8992.228666,6.6,195,16800,17,930,150,1080,LOW RISK,0.969
SHS-139,1/23/2020,1230.96,107.04,92,137,41.65,187,4427.206312,7,235,7700,12,625,60,680,LOW RISK,0.93
SHS-191,1/23/2020,3948.2,207.8,95,162,27.3,210,3288,6.5,43,5600,3.1,1110,170,440,LOW RISK,0.843
SHS-295,1/23/2020,868.14,509.86,63,278,8.19,180,11645.5948,6.8,133,25000,25.3,540,110,3360,LOW RISK,0.73
SHS-80,1/23/2020,51,119,30,96,4.85,95,15212.26872,6.4,34,28000,172.1,353.8,140,752,MODERATE RISK,3.301
SHS-20,1/23/2020,1810.26,223.74,89,89,3.54,182,24269.70099,6,173,46300,32.7,540,200,4280,LOW RISK,0.629
SHS-228,1/23/2020,4627.35,457.65,91,454,24.31,210,5480.156936,6.8,155,9200,41.65,760,195,520,LOW RISK,0.733
SHS-75,1/23/2020,6430.8,559.2,92,92,62.37,208,4327.355246,6.5,60,7700,6.39,720,120,400,SEVERE RISK,20.099
SHS-82,1/23/2020,426.426,174.174,71,25,2.76,180,34911.83602,6.6,66,65000,111.25,260,70,5320,LOW RISK,0.572
SHS-23,1/23/2020,2670.54,170.46,94,228,34.27,200,11013,7.6,157,20200,10.4,740,170,1440,HIGH RISK,9.979
SHS-224,1/23/2020,971.7,236.8,80,75,5,166,23844.38529,6.3,125,46000,85.8,300,55,4640,MODERATE RISK,1.506
SHS-22,1/23/2020,184.14,112.86,62,62,2.82,170,26974.86435,6.7,139,52500,86,310,40,4800,LOW RISK,0.919
SHS-225,1/23/2020,1272,318,80,71,5.7,150,29588.8987,6.4,111,55500,47.75,280,75,4960,LOW RISK,0.037
SHS-221,1/23/2020,2455.2,272.8,90,209,36,192,5570.39519,7.1,55,8900,3.28,870,100,320,SEVERE RISK,12.141
SHS-183,1/23/2020,2794.8,493.2,85,365,31.61,186,3379.202368,7.2,67,6500,5.19,990,120,760,HIGH RISK,9.422
SHS-267,1/23/2020,2059.2,280.8,88,228,37.7,190,6475.314847,6.7,197,10500,4.92,1070,145,480,LOW RISK,0.399
SHS-68,1/23/2020,2626.26,259.74,91,91,2.8,185,34764.56552,6.1,119,65500,108.7,750,150,5400,LOW RISK,0.187
SHS-95,1/23/2020,677.04,66.96,91,182,11.44,180,15704.08064,7.2,31,27000,49.6,860,60,1560,MODERATE RISK,4.622
SHS-212,1/23/2020,486.54,431.46,53,41.63,8,202,22451.68579,6.8,222,42500,46.2,250,80,3560,MODERATE RISK,2.519
SHS-137,1/23/2020,4368.32,595.68,88,34.52,5.6,208,20926.25308,6.8,239,40400,74.1,300,90,3440,MODERATE RISK,2.021
SHS-138,1/23/2020,4588.38,685.62,87,30.33,3.56,218,30579.38728,6.55,100,58300,46.43,290,170,5360,MODERATE RISK,3.987
SHS-177,1/23/2020,2421,807,75,23,5.85,210,30439,6.9,148,59300,100,366,190,5440,MODERATE RISK,1.463
SHS-165,1/23/2020,3199.06,98.94,97,30.92,3.86,175,24008.5636,6,228,47500,38.9,390.4,190,4880,LOW RISK,0.96
SHS-17,1/23/2020,4643.6,296.4,94,20.85,5.56,187,27570.83568,7,45,54800,95.2,250,160,5240,MODERATE RISK,2.844
SHS-188,1/23/2020,3746.25,1248.75,75,35.2,0,194,29850.29328,6,55,58800,82,270,160,5720,MODERATE RISK,3.095
SHS-173,1/23/2020,3257.72,283.28,92,42.5,12,198,32456.72771,6.7,156,60000,47.6,340,190,5080,LOW RISK,0.183
AGR-33,1/24/2020,1633.5,544.5,75,73,3,200,36311.07612,6.1,19,75100,56.1,120,145,8600,MODERATE RISK,4.707
AGR-52,1/24/2020,41.4,188.6,18,36,3,119,10718.11213,6.8,321,21000,44.7,250,150,2440,LOW RISK,0.489
AGR-42,1/24/2020,4789.8,532.2,90,45,8,220,27971.28105,6.3,23,61000,58.7,366,170,7840,HIGH RISK,5.229
AGR-3,1/24/2020,997.92,136.08,88,27,5.4,205,31121.67654,6.28,71,62300,67.3,250,210,6480,SEVERE RISK,12.981
AGR-40,1/24/2020,115.44,461.76,20,50.32,37.4,180,24828.12272,6.6,81,48900,168,480,230,4680,LOW RISK,0.822
AGR-5,1/24/2020,2914.6,153.6,95,23,20.8,203,31929.20583,6.6,144,62200,64.5,280,160,5880,SEVERE RISK,17.511
